_num,id,rank,workers,company,url,state_l,state_s,city,metro,growth,revenue,industry,yrs_on_list,revenue_per_employee,growth_category
4357,26368,4357,12,Integrity Systems & Solutions,integrity-systems-solutions,Connecticut,CT,Cheshire,New Haven-Milford CT,63.0291,3074073.0,IT Services,1,256172.75,Low
4358,22632,4358,120,KB Building Services,kb-building-services,Nebraska,NE,Omaha,Omaha-Council Bluffs NE-IA,62.9204,5707802.0,Business Products & Services,3,47565.01666666667,Low
4359,1929,4359,133,Tenacity Solutions,tenacity-solutions,Virginia,VA,Reston,Washington DC,62.8954,34540528.0,IT Services,5,259703.2180451128,Low
4360,22269,4360,25,Productive Dentist Academy,productive-dentist-academy,Washington,WA,Anacortes,Unknown,62.8914,3189486.0,Health,3,127579.44,Low
4361,22227,4361,52,TechCXO,techcxo,Georgia,GA,Atlanta,Atlanta,62.8396,9315172.0,Business Products & Services,3,179137.92307692306,Low
4362,24558,4362,25,Documentation Strategies,documentation-strategies,New York,NY,Rensselaer,Albany-Schenectady-Troy NY,62.7868,3206900.0,IT Services,2,128276.0,Low
4363,3553,4363,22,National Ultrasound,national-ultrasound,Georgia,GA,Duluth,Atlanta,62.759,11468000.0,Health,7,521272.7272727273,Low
4364,20256,4364,55,Saturn Systems,saturn-systems,Minnesota,MN,Duluth,Duluth MN-WI,62.7369,5256370.0,Software,4,95570.36363636363,Low
4365,310,4365,200,Drexel Building Supply,drexel-building-supply,Wisconsin,WI,Campbellsport,Beaver Dam WI,62.6914,86791000.0,Construction,5,433955.0,Low
4366,24884,4366,16,Triton Datacom,triton-datacom,Florida,FL,Miami,Miami,62.6168,6565550.0,Computer Hardware,1,410346.875,Low
4367,25782,4367,16,Biz IT Pros,biz-it-pros,Washington,WA,Enumclaw,Seattle,62.5857,2204508.0,IT Services,1,137781.75,Low
4368,20896,4368,57,Brite Computers,brite-computers,New York,NY,Victor,Rochester NY,62.5616,27165570.0,IT Services,4,476588.94736842107,Low
4369,25727,4369,271,Integrated Landscape Management,integrated-landscape-management,Arizona,AZ,Tempe,Phoenix,62.5252,15572778.0,Environmental Services,1,57464.12546125461,Low
4370,22430,4370,38,Frank Myers Auto Maxx,frank-myers-auto-maxx,North Carolina,NC,Winston Salem,Winston-Salem NC,62.5081,7939133.0,Consumer Products & Services,3,208924.55263157896,Low
4371,20510,4371,103,Marathon Data Systems,marathon-data-systems,New Jersey,NJ,Wall Township,New York City,62.4906,21660000.0,Software,4,210291.26213592233,Low
4372,18633,4372,35,Skyline Exhibits & Events (Dallas/Fort Worth TX),skyline-exhibits-events-dallasfort-worth-tx,Texas,TX,Grand Prairie,Dallas,62.4433,9667000.0,Advertising & Marketing,5,276200.0,Low
4373,25027,4373,27,North American Transport Services,north-american-transport-services,Florida,FL,Hialeah,Miami,62.426,27469850.0,Logistics & Transportation,1,1017401.8518518518,Low
4374,19571,4374,92,WTP Advisors,wtp-advisors,New York,NY,White Plains,New York City,62.4346,19212864.0,Business Products & Services,4,208835.47826086957,Low
4375,22576,4375,67,Ready Wireless,ready-wireless,Iowa,IA,Hiawatha,Iowa City IA,62.4161,28648332.0,Telecommunications,3,427587.0447761194,Low
4376,24543,4376,18,Quango,quango,Oregon,OR,Portland,Portland OR,62.4213,4170761.0,Advertising & Marketing,2,231708.94444444444,Low
4377,4103,4377,265,Statewide Remodeling,statewide-remodeling,Texas,TX,DFW Airport,Dallas,62.4018,38962000.0,Construction,5,147026.4150943396,Low
4378,19829,4378,18,Boundary Systems,boundary-systems,Ohio,OH,Middleburg Heights,Cleveland,62.3509,4568962.0,IT Services,4,253831.22222222222,Low
4379,21637,4379,77,PrimeRevenue,primerevenue,Georgia,GA,Atlanta,Atlanta,62.2748,13240000.0,Financial Services,3,171948.05194805196,Low
4380,25572,4380,14,Sweet Financial Services,sweet-financial-services,Minnesota,MN,Fairmont,Fairmont MN,62.2684,2360553.0,Financial Services,1,168610.92857142858,Low
4381,22456,4381,33,Alpi International,alpi-international,California,CA,Oakland,San Francisco,62.2167,5869000.0,Advertising & Marketing,3,177848.48484848486,Low
4382,3707,4382,280,Sign-Zone,sign-zone,Minnesota,MN,Ramsey,Minneapolis,62.1739,52160000.0,Manufacturing,7,186285.7142857143,Low
4383,25055,4383,350,netPolarity,netpolarity,California,CA,Campbell,San Jose,62.1241,50310625.0,Human Resources,1,143744.64285714287,Low
4384,25804,4384,96,Coury & Buehler Physical Therapy,coury-buehler-physical-therapy,California,CA,Brea,Los Angeles,62.1202,6591531.0,Health,1,68661.78125,Low
4385,22345,4385,15,APTech Group,aptech-group,Ohio,OH,Cincinnati,Cincinnati,61.992,4863000.0,Manufacturing,4,324200.0,Low
4386,25487,4386,65,Mosaic Rehabilitation,mosaic-rehabilitation,Washington,WA,Bellevue,Seattle,61.8763,3412685.0,Health,1,52502.846153846156,Low
4387,2567,4387,809,People's Care Holdings,peoples-care-holdings,California,CA,Chino Hills,Riverside-San Bernardino-Ontario CA,61.8563,28824674.0,Health,6,35630.004944375774,Low
4388,22300,4388,154,Che International Group,che-international-group,Ohio,OH,Cincinnati,Cincinnati,61.8212,31170000.0,Manufacturing,3,202402.5974025974,Low
4389,1600,4389,169,Cosentry,cosentry,Nebraska,NE,Omaha,Omaha-Council Bluffs NE-IA,61.7783,34350290.0,IT Services,8,203256.15384615384,Low
4390,24407,4390,169,PreCheck,precheck,Texas,TX,Houston,Houston,61.7117,19439277.0,Health,2,115025.30769230769,Low
4391,20845,4391,17,Absolute Capital Management,absolute-capital-management,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,61.6988,4362408.0,Financial Services,4,256612.23529411765,Low
4392,4096,4392,116,Structured Communication Systems,structured-communication-systems,Oregon,OR,Clackamas,Portland OR,61.6618,74701720.0,IT Services,6,643980.3448275862,Low
4393,2500,4393,80,DSi,dsi,Tennessee,TN,Nashville,Nashville,61.6358,11577815.0,Business Products & Services,5,144722.6875,Low
4394,21164,4394,311,T-Force,t-force,California,CA,Irvine,Los Angeles,61.5991,32904441.0,Telecommunications,3,105802.06109324758,Low
4395,18969,4395,1400,Fragomen,fragomen,New York,NY,New York,New York City,61.5866,387000000.0,Business Products & Services,4,276428.5714285714,Low
4396,24051,4396,694,Access Destination Services,access-destination-services,California,CA,San Diego,San Diego,61.5198,63617242.0,Travel & Hospitality,2,91667.49567723343,Low
4397,26333,4397,5017,Aspen Dental,aspen-dental,New York,NY,East Syracuse,Syracuse NY,61.5059,664427805.0,Health,1,132435.28104444887,Low
4398,1062,4398,25,Maga Design Group,maga-design-group,District of Columbia,DC,Washington,Washington DC,61.3874,5095000.0,Business Products & Services,6,203800.0,Low
4399,17630,4399,15,CB Transportation,cb-transportation,Pennsylvania,PA,Chester Springs,Philadelphia,61.3718,16756799.0,Logistics & Transportation,4,1117119.9333333333,Low
4400,3426,4400,140,Tristar Products,tristar-products,New Jersey,NJ,Fairfield,New York City,61.3007,332986402.0,Advertising & Marketing,4,2378474.3,Low
4401,22111,4401,20,Titan SEO,titan-seo,California,CA,San Diego,San Diego,61.3048,4525467.0,Advertising & Marketing,5,226273.35,Low
4402,19988,4402,17,Luggage Forward,luggage-forward,Massachusetts,MA,Boston,Boston,61.2851,4211800.0,Travel & Hospitality,4,247752.9411764706,Low
4403,24910,4403,50,Active Web Group,active-web-group,New York,NY,Hauppauge,New York City,61.2722,2906248.0,Advertising & Marketing,1,58124.96,Low
4404,18848,4404,78,Boice.net,boicenet,Indiana,IN,New Albany,Louisville/Jefferson KY-IN,61.2475,37363437.0,IT Services,3,479018.42307692306,Low
4405,6997,4405,365,AIReS,aires,Pennsylvania,PA,Pittsburgh,Pittsburgh PA,61.2384,242326296.0,Logistics & Transportation,6,663907.6602739725,Low
4406,25380,4406,21,Accent Building Materials,accent-building-materials,Texas,TX,Tomball,Houston,61.2398,30834247.0,Construction,1,1468297.4761904762,Low
4407,24360,4407,24,Expo Logic,expo-logic,Pennsylvania,PA,East Norriton,Philadelphia,61.2294,2940102.0,Software,2,122504.25,Low
4408,3158,4408,0,American Sensor Technologies,american-sensor-technologies,New Jersey,NJ,Budd Lake,New York City,61.2169,19722422.0,Manufacturing,3,inf,Low
4409,18867,4409,204,KAYA Associates,kaya-associates,Alabama,AL,Huntsville,Huntsville AL,61.1789,29602740.0,Government Services,4,145111.4705882353,Low
4410,22463,4410,101,Proliant,proliant,Georgia,GA,Atlanta,Atlanta,61.1472,13401000.0,Human Resources,3,132683.1683168317,Low
4411,21838,4411,22,HRAnswerLink,hranswerlink,California,CA,Pleasanton,San Francisco,61.1285,2570000.0,Human Resources,3,116818.18181818182,Low
4412,26022,4412,20,Aurizon Ultrasonics,aurizon-ultrasonics,Wisconsin,WI,Kimberly,Appleton WI,61.1057,4521928.0,Manufacturing,1,226096.4,Low
4413,2499,4413,2627,SNL Financial,snl-financial,Virginia,VA,Charlottesville,Charlottesville VA,61.0953,187960809.0,Business Products & Services,6,71549.60373049106,Low
4414,25164,4414,500,Diamond Marketing Solutions,diamond-marketing-solutions,Illinois,IL,St. Charles,Chicago,61.0959,70792000.0,Advertising & Marketing,1,141584.0,Low
4415,2780,4415,232,Cobb Pediatric Therapy Services,cobb-pediatric-therapy-services,Georgia,GA,Kennesaw,Atlanta,61.0851,11564320.0,Health,7,49846.206896551725,Low
4416,26359,4416,104,Advance Payroll Funding,advance-payroll-funding,Ohio,OH,Cleveland,Cleveland,61.0843,29712000.0,Financial Services,1,285692.3076923077,Low
4417,22147,4417,8,Leonard Consulting,leonard-consulting,Utah,UT,Salt Lake City,Salt Lake City,61.0679,7760176.0,Government Services,3,970022.0,Low
4418,2021,4418,2391,Great Expressions Dental Centers,great-expressions-dental-centers,Michigan,MI,Bloomfield Hills,Detroit,61.0431,261679000.0,Health,6,109443.32915098286,Low
4419,26169,4419,11,College Nannies and Tutors,college-nannies-and-tutors,Minnesota,MN,Minneapolis,Minneapolis,61.0213,2600135.0,Consumer Products & Services,1,236375.9090909091,Low
4420,5348,4420,77,Massage Envy Franchising,massage-envy-franchising,Arizona,AZ,Scottsdale,Phoenix,60.97,63351640.0,Consumer Products & Services,6,822748.5714285715,Low
4421,18699,4421,61,NETtime Solutions,nettime-solutions,Arizona,AZ,Scottsdale,Phoenix,60.9605,5805270.0,Software,5,95168.3606557377,Low
4422,26252,4422,24,The Noble Group,the-noble-group,Texas,TX,Sugar Land,Houston,60.7446,4561217.0,Financial Services,1,190050.70833333334,Low
4423,18363,4423,597,DiscountMugs.com,discountmugscom,Florida,FL,Miami,Miami,60.6794,98226775.0,Business Products & Services,5,164533.96147403686,Low
4424,4134,4424,63,ExakTime,exaktime,California,CA,Calabasas,Los Angeles,60.6722,12239035.0,Business Products & Services,5,194270.39682539683,Low
4425,18739,4425,65,American Technology Services,american-technology-services,Virginia,VA,Fairfax,Washington DC,60.6292,10086600.0,IT Services,5,155178.46153846153,Low
4426,25438,4426,35,USAFact,usafact,California,CA,Riverside,Riverside-San Bernardino-Ontario CA,60.6219,4819848.0,Human Resources,1,137709.94285714286,Low
4427,23839,4427,49,FIFO Wireless,fifo-wireless,Florida,FL,Miami,Miami,60.6058,13897412.0,Consumer Products & Services,2,283620.6530612245,Low
4428,17312,4428,20,Insight Resource Group,insight-resource-group,California,CA,Orinda,San Francisco,60.5821,12849015.0,Advertising & Marketing,5,642450.75,Low
4429,4450,4429,114,Annese & Associates,annese-associates,New York,NY,Clifton Park,Albany-Schenectady-Troy NY,60.5257,84042083.0,Telecommunications,5,737211.254385965,Low
4430,24472,4430,28,Select Office Suites,select-office-suites,New York,NY,New York,New York City,60.5059,8369170.0,Real Estate,2,298898.9285714286,Low
4431,2208,4431,64,Bayshore Solutions,bayshore-solutions,Florida,FL,Tampa,Tampa,60.4649,7888240.0,Advertising & Marketing,6,123253.75,Low
4432,8904,4432,107,Hydra-Power Systems,hydra-power-systems,Oregon,OR,Portland,Portland OR,60.4306,45633205.0,Manufacturing,3,426478.55140186916,Low
4433,18235,4433,37,Quest CE,quest-ce,Wisconsin,WI,Milwaukee,Milwaukee-Waukesha-West Allis WI,60.3896,5036576.0,Financial Services,5,136123.67567567568,Low
4434,26130,4434,5,MarketingFX,marketingfx,Texas,TX,Dallas,Dallas,60.3624,3083038.0,Business Products & Services,1,616607.6,Low
4435,22047,4435,53,Diono,diono,Washington,WA,Puyallup,Seattle,60.2377,29653655.0,Consumer Products & Services,3,559502.9245283019,Low
4436,25578,4436,74,InfoWorks,infoworks,Tennessee,TN,Nashville,Nashville,60.061,11025000.0,IT Services,1,148986.48648648648,Low
4437,25645,4437,13,Cannonball Wine Company,cannonball-wine-company,California,CA,Healdsburg,Santa Rosa-Petaluma CA,60.0258,5522847.0,Food & Beverage,1,424834.3846153846,Low
4438,640,4438,179,ITsavvy,itsavvy,Illinois,IL,Addison,Chicago,59.9639,133921947.0,IT Services,6,748167.3016759777,Low
4439,18000,4439,120,Search Technologies,search-technologies,Virginia,VA,Herndon,Washington DC,59.8999,20911222.0,IT Services,5,174260.18333333332,Low
4440,22766,4440,230,Patriot National Insurance Group,patriot-national-insurance-group,Florida,FL,Fort Lauderdale,Miami,59.8718,357223617.0,Insurance,2,1553146.1608695653,Low
4441,26430,4441,40,Terapeak,terapeak,California,CA,Palo Alto,San Jose,59.8373,8615643.0,Business Products & Services,1,215391.075,Low
4442,1778,4442,2847,TransPerfect,transperfect,New York,NY,New York,New York City,59.7838,401561454.0,Business Products & Services,7,141047.22655426766,Low
4443,4111,4443,159,Shoptech Industrial Software,shoptech-industrial-software,Connecticut,CT,Glastonbury,Hartford-West Hartford-East Hartford CT,59.7798,25591151.0,Software,8,160950.63522012578,Low
4444,2802,4444,3500,DISYS,disys,Virginia,VA,McLean,Washington DC,59.7655,320989000.0,IT Services,7,91711.14285714286,Low
4445,606,4445,139,SchoolWires,schoolwires,Pennsylvania,PA,State College,State College PA,59.7527,17423522.0,Education,8,125349.07913669065,Low
4446,26412,4446,84,The Summit Group,the-summit-group,Utah,UT,Salt Lake City,Salt Lake City,59.73,17376161.0,Advertising & Marketing,1,206859.05952380953,Low
4447,1270,4447,31,Cohn Marketing,cohn-marketing,Colorado,CO,Denver,Denver,59.723,4741642.0,Advertising & Marketing,4,152956.1935483871,Low
4448,26453,4448,22,Boyce Design & Contracting,boyce-design-contracting,Georgia,GA,Atlanta,Atlanta,59.6359,2402132.0,Construction,1,109187.81818181818,Low
4449,7303,4449,32,Copier Fax Business Technologies,copier-fax-business-technologies,New York,NY,Buffalo,Buffalo-Niagara Falls NY,59.593,6036369.0,Business Products & Services,6,188636.53125,Low
4450,3046,4450,85,Saratoga Technologies,saratoga-technologies,Tennessee,TN,Johnson City,Johnson City TN,59.5525,11890177.0,IT Services,7,139884.43529411763,Low
4451,23974,4451,20,MotherG,motherg,Illinois,IL,Itasca,Chicago,59.5435,3163463.0,IT Services,2,158173.15,Low
4452,26068,4452,89,bb7,bb7,Wisconsin,WI,Madison,Madison WI,59.4328,12479390.0,Business Products & Services,1,140217.8651685393,Low
4453,2980,4453,35,corporate united,corporate-united,Ohio,OH,Westlake,Cleveland,59.4071,9514831.0,Business Products & Services,7,271852.3142857143,Low
4454,3505,4454,550,iTech US,itech-us,Vermont,VT,South Burlington,Burlington-South Burlington VT,59.3865,63559213.0,IT Services,5,115562.20545454546,Low
4455,25580,4455,75,Unlimited Landscaping & Turf Management,unlimited-landscaping-turf-management,Georgia,GA,Buford,Atlanta,59.3707,6003997.0,Construction,1,80053.29333333333,Low
4456,4196,4456,33,Incorporating Services,incorporating-services,Delaware,DE,Dover,Dover DE,59.3488,4582575.0,Business Products & Services,4,138865.9090909091,Low
4457,20312,4457,25,Proactive Technologies,proactive-technologies,New York,NY,New York,New York City,59.286,4194000.0,IT Services,4,167760.0,Low
4458,18663,4458,61,National Food Group,national-food-group,Michigan,MI,Novi,Detroit,59.2407,60493089.0,Food & Beverage,5,991689.9836065574,Low
4459,2909,4459,5265,RuffaloCODY,ruffalocody,Iowa,IA,Cedar Rapids,Iowa City IA,59.1775,91975402.0,Business Products & Services,9,17469.21215574549,Low
4460,4687,4460,214,Keller Williams Realty International,keller-williams-realty-international,Texas,TX,Austin,Austin,59.0869,190918465.0,Real Estate,6,892142.3598130841,Low
4461,872,4461,68,Commdex Consulting,commdex-consulting,Georgia,GA,Norcross,Atlanta,59.0656,18248000.0,Telecommunications,7,268352.9411764706,Low
4462,22726,4462,138,NorthPoint,northpoint,New York,NY,New York,New York City,58.9999,29028170.0,Business Products & Services,3,210349.0579710145,Low
4463,25108,4463,53,BrandKarma,brandkarma,California,CA,Irvine,Los Angeles,58.9818,9868000.0,Health,1,186188.679245283,Low
4464,22162,4464,42,Horizon Roofing,horizon-roofing,Minnesota,MN,Waite Park,St. Cloud MN,58.9697,6423170.0,Construction,3,152932.61904761905,Low
4465,24955,4465,60,Affectionate Pet Care,affectionate-pet-care,Virginia,VA,Fairfax,Washington DC,58.9675,2464757.0,Consumer Products & Services,1,41079.28333333333,Low
4466,25346,4466,265,Aquilent,aquilent,Maryland,MD,Laurel,Washington DC,58.9516,65603241.0,Government Services,1,247559.4,Low
4467,22369,4467,41,Adaptive Communications,adaptive-communications,New Hampshire,NH,Portsmouth,Boston,58.9351,57463000.0,IT Services,3,1401536.5853658537,Low
4468,24242,4468,21,Skyline Exhibits of Central Ohio,skyline-exhibits-of-central-ohio,Ohio,OH,Columbus,Columbus OH,58.9269,4940488.0,Advertising & Marketing,2,235261.33333333334,Low
4469,26011,4469,119,The RW Earhart Company,the-rw-earhart-company,Ohio,OH,Troy,Greenville OH,58.8988,337830000.0,Energy,1,2838907.56302521,Low
4470,25373,4470,13,NextStep Networking,nextstep-networking,Ohio,OH,Cincinnati,Cincinnati,58.9046,2479978.0,IT Services,1,190767.53846153847,Low
4471,18690,4471,32,United Technology Group,united-technology-group,Georgia,GA,Suwanee,Atlanta,58.8646,8555059.0,IT Services,5,267345.59375,Low
4472,3980,4472,11,Enviro-Safe Consulting,enviro-safe-consulting,Wisconsin,WI,Germantown,Milwaukee-Waukesha-West Allis WI,58.8284,3850000.0,Environmental Services,7,350000.0,Low
4473,4171,4473,310,Object Technology Solutions,object-technology-solutions,Kansas,KS,Overland Park,Kansas City MO-KS,58.8103,38274260.0,IT Services,8,123465.35483870968,Low
4474,18909,4474,150,Cuisine Unlimited,cuisine-unlimited,Utah,UT,Salt Lake City,Salt Lake City,58.8056,4188235.0,Food & Beverage,3,27921.566666666666,Low
4475,24176,4475,14,Royce Leather,royce-leather,New Jersey,NJ,Secaucus,New York City,58.7786,4130000.0,Consumer Products & Services,2,295000.0,Low
4476,25301,4476,215,Ferreira Construction Co.,ferreira-construction-co,New Jersey,NJ,Branchburg,New York City,58.6738,124284775.0,Construction,1,578068.7209302326,Low
